name,homepage,count,booktitle
Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,14,SIGMOD Conference
Ilias N. Flaounas,https://www.linkedin.com/in/flaounas,1,SIGMOD Conference
Benny Kimelfeld,https://scholar.google.com/citations?user=bxSK7o8AAAAJ,4,SIGMOD Conference
Min Wang 0001,http://www.research.ibm.com/people/m/minwang/,2,SIGMOD Conference
Pinar Tzn,https://scholar.google.com/citations?user=JTmMb3kAAAAJ,1,SIGMOD Conference
Bugra Gedik,https://scholar.google.com/citations?user=ddLcpMQAAAAJ,1,SIGMOD Conference
Nicolas Bruno,http://research.microsoft.com/~nicolasb/,4,SIGMOD Conference
Mario A. Nascimento,https://scholar.google.com/citations?user=eZyrbXIAAAAJ,1,SIGMOD Conference
Yanlei Diao,https://scholar.google.com/citations?user=VghIYWEAAAAJ,3,SIGMOD Conference
Stavros Harizopoulos,https://scholar.google.com/citations?user=1yE4VlgAAAAJ,3,SIGMOD Conference
Raghav Kaushik,http://research.microsoft.com/en-us/people/skaushi/,8,SIGMOD Conference
Minh-Duc Pham,https://scholar.google.com/citations?user=uczwQVcAAAAJ,1,SIGMOD Conference
Chris Clifton,https://scholar.google.com/citations?user=C_cWJIkAAAAJ,1,SIGMOD Conference
Yu Zheng 0004,https://www.linkedin.com/in/yu-zheng-7483642,1,SIGMOD Conference
Yannis Kotidis,http://www.research.att.com/~kotidis/,2,SIGMOD Conference
El Kindi Rezig,https://scholar.google.com/citations?user=oapZdl8AAAAJ,1,SIGMOD Conference
Adam Marcus 0002,https://www.linkedin.com/in/marcua,2,SIGMOD Conference
Jiaheng Lu,https://www.scopus.com/authid/detail.uri?authorId=8395934400,1,SIGMOD Conference
Chee-Yong Chan,http://www.comp.nus.edu.sg/~chancy/,2,SIGMOD Conference
Weining Qian,https://wnqian.wordpress.com/,1,SIGMOD Conference
Ioana Roxana Stanoi,http://www.research.ibm.com/people/i/irs/,2,SIGMOD Conference
Theodore Johnson,http://www.research.att.com/info/johnsont,3,SIGMOD Conference
Vijay V. Raghavan 0001,https://www.linkedin.com/in/vijay-raghavan-39916215,2,SIGMOD Conference
Evaggelia Pitoura,https://scholar.google.com/citations?user=3r_xVvkAAAAJ,1,SIGMOD Conference
Andrew Pavlo,https://twitter.com/andy_pavlo,1,SIGMOD Conference
Jens Teubner,https://scholar.google.com/citations?user=SdGU2bMAAAAJ,5,SIGMOD Conference
Ashish Goel,https://scholar.google.com/citations?user=B_rKfusAAAAJ,1,SIGMOD Conference
Lei Shi 0002,https://scholar.google.com/citations?user=NmaU6U0AAAAJ,1,SIGMOD Conference
Richard Michael Grantham Wesley,https://research.tableau.com/user/richard-wesley,1,SIGMOD Conference
Claudia Niedere,https://www.linkedin.com/in/claudia-niederee-47336b11,1,SIGMOD Conference
Guoliang Li 0001,https://scholar.google.com/citations?user=Pi89P8kAAAAJ,5,SIGMOD Conference
Feng Zhao 0009,https://www.linkedin.com/in/zhaofengnus,1,SIGMOD Conference
Klemens Bhm,https://scholar.google.com/citations?user=RzCtTjYAAAAJ,1,SIGMOD Conference
Kyu-Young Whang,https://scholar.google.com/citations?user=LZSo1YEAAAAJ,2,SIGMOD Conference
Marcos Antonio Vaz Salles,https://scholar.google.com/citations?user=8ob18bQAAAAJ,2,SIGMOD Conference
Umar Farooq Minhas,https://scholar.google.com/citations?user=NKYtfsYAAAAJ,1,SIGMOD Conference
Peter Haase 0001,https://www.xing.com/profile/Peter_Haase8,1,SIGMOD Conference
Praveen K. Paritosh,https://scholar.google.com/citations?user=S7n4oDgAAAAJ,1,SIGMOD Conference
Adam Silberstein,http://research.yahoo.com/Adam_Silberstein,4,SIGMOD Conference
Daniel C. Zilio,https://scholar.google.com/citations?user=bU39DUcAAAAJ,1,SIGMOD Conference
Guy M. Lohman,http://researcher.ibm.com/researcher/view.php?person=us-lohmang,1,SIGMOD Conference
Zachary G. Ives,https://twitter.com/zgives,6,SIGMOD Conference
Kenny Qili Zhu,https://scholar.google.com/citations?user=ZIRJ6lIAAAAJ,1,SIGMOD Conference
Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,4,SIGMOD Conference
Ahmed Eldawy,https://twitter.com/aseldawy,1,SIGMOD Conference
Oliver Kennedy,https://scholar.google.com/citations?user=9Q9tiCsAAAAJ,2,SIGMOD Conference
Danica Porobic,https://twitter.com/danicaporobic,1,SIGMOD Conference
Justin J. Levandoski,https://twitter.com/jstnlvndski/,2,SIGMOD Conference
Yong Yu 0001,https://scholar.google.com/citations?user=-84M1m0AAAAJ,2,SIGMOD Conference
Aart J. C. Bik,http://www.aartbik.com/,1,SIGMOD Conference
Mehul A. Shah,http://www.hpl.hp.com/personal/Mehul_Shah/index.html,3,SIGMOD Conference
Goetz Graefe,https://www.linkedin.com/in/goetz-graefe-342a26226,1,SIGMOD Conference
Sharad Mehrotra,https://scholar.google.com/citations?user=MTZaRW4AAAAJ,2,SIGMOD Conference
Piero Fraternali,https://scholar.google.com/citations?user=IhFm8bIAAAAJ,1,SIGMOD Conference
Mukesh K. Mohania,https://scholar.google.com/citations?user=zgaqvNQAAAAJ,2,SIGMOD Conference
Xin Dong 0001,https://scholar.google.com/citations?user=uGsKvHoAAAAJ,2,SIGMOD Conference
Rada Chirkova,https://scholar.google.com/citations?user=Jh3QCRYAAAAJ,2,SIGMOD Conference
Azza Abouzied,https://scholar.google.com/citations?user=RkddXygAAAAJ,1,SIGMOD Conference
Ravi Kumar 0001,https://sites.google.com/site/ravik53/,2,SIGMOD Conference
Amol Deshpande,https://scholar.google.com/citations?user=Zmvi6PMAAAAJ,3,SIGMOD Conference
Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,1,SIGMOD Conference
Taro L. Saito,https://twitter.com/taroleo,1,SIGMOD Conference
Carlos Ordonez 0001,https://scholar.google.com/citations?user=W9YkIcoAAAAJ,4,SIGMOD Conference
Xin Luna Dong,https://scholar.google.com/citations?user=uGsKvHoAAAAJ,2,SIGMOD Conference
Nesime Tatbul,https://scholar.google.com/citations?user=YlsHgYQAAAAJ,2,SIGMOD Conference
Bin Yao 0002,https://scholar.google.com/citations?user=miE651AAAAAJ,1,SIGMOD Conference
Mirella Moura Moro,https://scholar.google.com/citations?user=MRbdeWkAAAAJ,1,SIGMOD Conference
Chen Li 0001,https://www.linkedin.com/in/chen-li-a98949/,3,SIGMOD Conference
Carlos Eduardo Scheidegger,https://twitter.com/scheidegger,1,SIGMOD Conference
Fei Sha,https://twitter.com/feishaai,1,SIGMOD Conference
Shimin Chen,https://scholar.google.com/citations?user=mGPuiasAAAAJ,3,SIGMOD Conference
Cecilia M. Procopiuc,http://www.research.att.com/people/Procopiuc_Cecilia_M/index.html,1,SIGMOD Conference
Sang-Won Lee 0001,https://scholar.google.com/citations?user=9a-vkpgAAAAJ,3,SIGMOD Conference
Sourav S. Bhowmick,https://twitter.com/rockinsourav,3,SIGMOD Conference
Inderpal Narang,http://www.almaden.ibm.com/background/?narang,1,SIGMOD Conference
Walid G. Aref,https://scholar.google.com/citations?user=vX45evgAAAAJ,1,SIGMOD Conference
Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,5,SIGMOD Conference
Jianbin Qin,https://scholar.google.com/citations?user=2ZmhZpgAAAAJ,1,SIGMOD Conference
Huaiyu Zhu 0001,https://researcher.watson.ibm.com/researcher/view_person_pubs.php?person=us-huaiyu&t=1,1,SIGMOD Conference
Srinivasan Parthasarathy 0001,https://scholar.google.com/citations?user=2mjUsP8AAAAJ,3,SIGMOD Conference
Weiyi Meng,https://scholar.google.com/citations?user=C-wDOskAAAAJ,2,SIGMOD Conference
Bin Cui 0001,https://scholar.google.com/citations?user=IJAU8KoAAAAJ,3,SIGMOD Conference
Jing Yang 0001,https://webpages.uncc.edu/jyang13,1,SIGMOD Conference
Chris Olston,http://www-2.cs.cmu.edu/~olston/,4,SIGMOD Conference
Vincent Oria,http://web.njit.edu/~oria/,1,SIGMOD Conference
Shivnath Babu,http://www.cs.duke.edu/~shivnath/,5,SIGMOD Conference
Carter T. Butts,http://erzuli.ss.uci.edu/~buttsc/,1,SIGMOD Conference
Ting Yu 0001,https://www.hbku.edu.qa/en/staff/ting-yu,1,SIGMOD Conference
Mitch Cherniack,http://www.cs.brandeis.edu/~mfc/,2,SIGMOD Conference
Kien A. Hua,https://www.cs.ucf.edu/person/kien-a-hua/,1,SIGMOD Conference
Chee Yong Chan,http://www.comp.nus.edu.sg/~chancy/,2,SIGMOD Conference
Steven Minton,http://www.isi.edu/sims/minton/homepage.html,1,SIGMOD Conference
Sudipto Guha,http://www.cis.upenn.edu/~sudipto/,2,SIGMOD Conference
Alex Rasin,https://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1041,1,SIGMOD Conference
Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,1,SIGMOD Conference
Betty Salzberg,http://www.ccs.neu.edu/home/salzberg/,1,SIGMOD Conference
Michalis Petropoulos,http://www.cse.buffalo.edu/~mpetropo/,1,SIGMOD Conference
Manuel Rodrguez-Martnez,https://www.uprm.edu/cse/dt_team/dr-manuel-rodriguez-martinez/,2,SIGMOD Conference
Christopher R. Palmer,http://www-2.cs.cmu.edu/~crpalmer/,1,SIGMOD Conference
David T. Liu,http://www.eecs.berkeley.edu/~dtliu/,1,SIGMOD Conference
Roy Goldman,http://www-db.stanford.edu/people/royg.html,1,SIGMOD Conference
Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,1,SIGMOD Conference
Joseph F. JJ,https://users.umiacs.umd.edu/~joseph/,1,SIGMOD Conference
Ani Thakar,http://tarkus.pha.jhu.edu/~thakar/,2,SIGMOD Conference
Praveen Seshadri,http://www.cs.cornell.edu/home/praveen/praveen.html,1,SIGMOD Conference
Clement T. Yu,http://www.cs.uic.edu/~yu/,2,SIGMOD Conference
Edward Y. Chang,http://www-db.stanford.edu/~echang/,2,SIGMOD Conference
Matthew O. Ward,http://web.cs.wpi.edu/~matt/,1,SIGMOD Conference
Mario Alberto Lpez,http://portfolio.du.edu/mlopez,1,SIGMOD Conference
Yuan-Fang Wang,http://www.cs.ucsb.edu/~yfwang/,1,SIGMOD Conference
Tanu Malik,http://www.cs.jhu.edu/~tmalik/,1,SIGMOD Conference
William Perrizo,http://www.cs.ndsu.nodak.edu/~perrizo/,1,SIGMOD Conference
Anindya Datta,http://www-static.cc.gatech.edu/computing/Database/faculty/datta.html,2,SIGMOD Conference
Scott T. Leutenegger,http://www.cs.du.edu/~leut/,1,SIGMOD Conference
George T. Heineman,http://users.wpi.edu/~heineman/,1,SIGMOD Conference
Edward Hung,http://www.cs.umd.edu/~ehung/,1,SIGMOD Conference
Nick Roussopoulos,http://www.cs.umd.edu/users/nick/,6,SIGMOD Conference
Nicola Onose,http://www.ics.uci.edu/~onose/,1,SIGMOD Conference
Chavdar Botev,http://www.cs.cornell.edu/~cbotev/,2,SIGMOD Conference
Chris Jermaine,http://www.cs.rice.edu/~cmj4/,1,ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery
Alexandre V. Evfimievski,http://www.cs.cornell.edu/aevf/,1,SIGMOD Conference
AnHai Doan,http://www.cs.wisc.edu/~anhai/,3,SIGMOD Conference
Sunil Prabhakar,http://www.cs.purdue.edu/homes/sunil/,2,SIGMOD Conference
Yi Chen 0001,https://web.njit.edu/~ychen/,1,SIGMOD Conference
Chris Jermaine,http://www.cs.rice.edu/~cmj4/,1,SIGMOD Conference
John Shepherd 0001,https://www.unsw.edu.au/staff/john-shepherd,1,SIGMOD Conference
Wilburt Labio,http://www-db.stanford.edu/~wilburt/,1,SIGMOD Conference
Jun Zhang 0005,http://www.cais.ntu.edu.sg/~jzhang/,1,SIGMOD Conference
Eleazar Eskin,http://www.cse.ucsd.edu/~eeskin/,1,ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery
Jun Rao,http://www.cs.columbia.edu/~junr/,4,SIGMOD Conference
Aoying Zhou,http://www.iipl.fudan.edu.cn/staff/zhouay.html,2,SIGMOD Conference
Iosif Lazaridis,http://www.ics.uci.edu/~iosif/,1,SIGMOD Conference
Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,2,SIGMOD Conference
Ugur etintemel,http://www.cs.brown.edu/~ugur/,1,SIGMOD Conference
Markus Schneider 0001,http://www.cise.ufl.edu/~mschneid/,1,SIGMOD Conference
Xiaopeng Xiong,http://www.cs.purdue.edu/homes/xxiong/,1,SIGMOD Conference
Subramanian Arumugam 0002,http://www.cise.ufl.edu/~sa2/,1,SIGMOD Conference
Leonidas Fegaras,http://lambda.uta.edu/,2,SIGMOD Conference
Shivnath Babu,http://www.cs.duke.edu/~shivnath/,6,SIGMOD Conference
Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,2,SIGMOD Conference
Christopher R. Stolte,http://graphics.stanford.edu/~cstolte/,1,SIGMOD Conference
Lipyeow Lim,http://www2.hawaii.edu/~lipyeow/,3,SIGMOD Conference
Ramana Yerneni,http://www-db.stanford.edu/~yerneni/,1,SIGMOD Conference
Todd J. Green,http://www.cs.ucdavis.edu/~green/,1,SIGMOD Conference
Sudipto Guha,http://www.cis.upenn.edu/~sudipto/,3,SIGMOD Conference
Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,1,SIGMOD Conference
Gregory Karvounarakis,http://www.seas.upenn.edu/~gkarvoun/,1,SIGMOD Conference
Betty Salzberg,http://www.ccs.neu.edu/home/salzberg/,1,SIGMOD Conference
Benjamin Sowell,http://www.cs.cornell.edu/~sowell/,2,SIGMOD Conference
Michalis Petropoulos,http://www.cse.buffalo.edu/~mpetropo/,3,SIGMOD Conference
Tao Cheng 0001,http://www.ews.uiuc.edu/~tcheng3/,2,SIGMOD Conference
Fan Yang 0002,http://www.cs.cornell.edu/~yangf/,1,SIGMOD Conference
Ying Zhang 0001,https://www.uts.edu.au/staff/ying.zhang,1,SIGMOD Conference
Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,1,SIGMOD Conference
Lilyana Mihalkova,http://www.cs.utexas.edu/~lilyanam/,1,SIGMOD Conference
Uri Shaft,http://www.cs.wisc.edu/~uri/,1,SIGMOD Conference
Clement T. Yu,http://www.cs.uic.edu/~yu/,2,SIGMOD Conference
Amol Ghoting,http://www.cse.ohio-state.edu/~ghoting/,1,SIGMOD Conference
Shengyue Ji,http://www.ics.uci.edu/~shengyuj/,1,SIGMOD Conference
Matthew O. Ward,http://web.cs.wpi.edu/~matt/,2,SIGMOD Conference
Jennifer L. Beckmann,http://pages.cs.wisc.edu/~jbeckham/,1,SIGMOD Conference
Armando Fox,https://www2.eecs.berkeley.edu/Faculty/Homepages/fox.html,1,SIGMOD Conference
Ruy Ley-Wild,http://www.cs.cmu.edu/~rleywild/,1,SIGMOD Conference
Wolfgang Gatterbauer,https://www.ccis.northeastern.edu/people/wolfgang-gatterbauer/,2,SIGMOD Conference
Todd Jeffrey Green,http://www.cs.ucdavis.edu/~green/,1,SIGMOD Conference
Alexander Rasin,https://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1041,1,SIGMOD Conference
K. Tuncay Tekle,https://www3.cs.stonybrook.edu/~tuncay/,1,SIGMOD Conference
Mohamed A. Sharaf,http://itee.uq.edu.au/~uqmshara/,1,SIGMOD Conference
Evan Welbourne,http://www.cs.washington.edu/homes/evan/,1,SIGMOD Conference
Richard D. Sisson Jr.,http://www.me.wpi.edu/People/Sisson/,1,SIGMOD Conference
Christopher M. Jermaine,http://www.cs.rice.edu/~cmj4/,4,SIGMOD Conference
Gabriel Ghinita,http://www.cs.umb.edu/~gghinita/,1,SIGMOD Conference
Alexandre V. Evfimievski,http://www.cs.cornell.edu/aevf/,1,SIGMOD Conference
AnHai Doan,http://www.cs.wisc.edu/~anhai/,5,SIGMOD Conference
Sudeepa Roy,https://users.cs.duke.edu/~sudeepa/,1,SIGMOD Conference
Yi Chen 0001,https://web.njit.edu/~ychen/,4,SIGMOD Conference
Chee-Yong Chan,http://www.comp.nus.edu.sg/~chancy/,2,SIGMOD Conference
Chris Jermaine,http://www.cs.rice.edu/~cmj4/,1,SIGMOD Conference
Lin Qiao,http://www.cs.ucsb.edu/~lqiao/,2,SIGMOD Conference
Bingsheng He,https://www.comp.nus.edu.sg/~hebs/,5,SIGMOD Conference
Jun Rao,http://www.cs.columbia.edu/~junr/,1,SIGMOD Conference
Walker M. White,http://www.cs.cornell.edu/~wmwhite/,6,SIGMOD Conference
Aoying Zhou,http://www.iipl.fudan.edu.cn/staff/zhouay.html,1,SIGMOD Conference
Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,5,SIGMOD Conference
Ali Khoshgozaran,http://www-scf.usc.edu/~jafkhosh/,1,SIGMOD Conference
Qin Zhang 0001,http://homes.soic.indiana.edu/qzhangcs/,1,SIGMOD Conference
Jennifer Neville,http://www.cs.purdue.edu/homes/neville/,2,SIGMOD Conference
Subi Arumugam,http://www.cise.ufl.edu/~sa2/,2,SIGMOD Conference
Subramanian Arumugam 0002,http://www.cise.ufl.edu/~sa2/,1,SIGMOD Conference
Marie Jacob,http://www.cis.upenn.edu/~majacob/,2,SIGMOD Conference
Warren Shen,http://pages.cs.wisc.edu/~whshen/,2,SIGMOD Conference
Chee Yong Chan,http://www.comp.nus.edu.sg/~chancy/,3,SIGMOD Conference
Andreas Zfle,https://science.gmu.edu/directory/andreas-zufle,1,SIGMOD Conference
Ming Li 0008,http://davis.wpi.edu/~minglee/cv.pdf,1,SIGMOD Conference
Biswanath Panda,http://www.cs.cornell.edu/~bpanda/,1,SIGMOD Conference
Mingsheng Hong,http://www.cs.cornell.edu/~mshong/,2,SIGMOD Conference
Erwin Leonardi,http://www.cais.ntu.edu.sg/~erwin/,1,SIGMOD Conference
Abdullah Mueen 0001,https://www.cs.unm.edu/~mueen/,1,SIGMOD Conference
Yanhong A. Liu,https://www3.cs.stonybrook.edu/~liu/,1,SIGMOD Conference
Olga Papaemmanouil,http://www.cs.brandeis.edu/~olga/Papaemmanouil/Home.html,1,SIGMOD Conference
Emiran Curtmola,http://www.cse.ucsd.edu/~ecurtmola/,1,SIGMOD Conference
Michaela Gtz,http://www.cs.cornell.edu/~goetz/,1,SIGMOD Conference
Xiaoxin Yin,http://www.ews.uiuc.edu/~xyin1/,1,SIGMOD Conference
Senjuti Basu Roy,https://web.njit.edu/~senjutib/,2,SIGMOD Conference
Aparna S. Varde,https://www.montclair.edu/profilepages/view_profile.php?username=vardea,1,SIGMOD Conference
Nodira Khoussainova,http://www.cs.washington.edu/homes/nodira/,2,SIGMOD Conference
Cludio T. Silva,https://vgc.poly.edu/~csilva/,1,SIGMOD Conference
Grigoris Karvounarakis,http://www.seas.upenn.edu/~gkarvoun/,1,SIGMOD Conference
Ben Sowell,http://www.cs.cornell.edu/~sowell/,2,SIGMOD Conference
Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,1,SIGMOD Conference
Nicola Onose,http://www.ics.uci.edu/~onose/,2,SIGMOD Conference
Fei Chen 0002,http://pages.cs.wisc.edu/~fchen/,1,SIGMOD Conference
Sunil Prabhakar,http://www.cs.purdue.edu/homes/sunil/,3,SIGMOD Conference
Mingxi Wu,http://www.cise.ufl.edu/~mwu/,2,SIGMOD Conference
Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,1,SIGMOD Conference
Nilesh Bansal,http://queens.db.toronto.edu/~nilesh/,1,SIGMOD Conference
Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,4,SIGMOD Conference
Iosif Lazaridis,http://www.ics.uci.edu/~iosif/,1,SIGMOD Conference
Dan Grossman,http://www.cs.washington.edu/homes/djg/,1,SIGMOD Conference
Kristin Tufte,http://www.cs.wisc.edu/~kristint/,1,SIGMOD Conference
Peixiang Zhao 0001,https://www.cs.fsu.edu/~zhao/,2,SIGMOD Conference
Ugur etintemel,http://www.cs.brown.edu/~ugur/,2,SIGMOD Conference
Stavros Papadopoulos 0001,https://people.csail.mit.edu/stavrosp/,2,SIGMOD Conference
Christopher Olston,http://www-2.cs.cmu.edu/~olston/,4,SIGMOD Conference
