id,name,homepage,pubid,pubkey,booktitle,editor,year,title
525367,Ching-Hsien Hsu,http://people.chu.edu.tw/~chh/,3120382,conf/sigmod/GroppeGH22,SIGMOD Conference,,2022,BiDEDE'22: Second International Workshop on Big Data in Emergent Distributed Environments.
525367,Ching-Hsien Hsu,http://people.chu.edu.tw/~chh/,3120383,conf/sigmod/GroppeGH23,SIGMOD Conference Companion,,2023,Third International Workshop on Big Data in Emergent Distributed Environments (BiDEDE).
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,877842,conf/dmkd/JermaineM00,ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,,2000,Approximate Query Answering in High-Dimensional Data Cubes.
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3118263,conf/sigmod/0001BLLMSTYJ18,SIGMOD Conference,,2018,"PlinyCompute: A Platform for High-Performance, Distributed, Data-Intensive Tool Development."
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3118271,conf/sigmod/0001IJ23,SIGMOD Conference Companion,,2023,Optimizing Tensor Computations: From Applications to Compilation and Runtime Techniques.
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3120199,conf/sigmod/GaoLPJ17,SIGMOD Conference,,2017,The BUDS Language for Distributed Bayesian Machine Learning.
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3120866,conf/sigmod/JermaineDAJP05,SIGMOD Conference,,2005,A Disk-Based Join With Probabilistic Guarantees.
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3121627,conf/sigmod/LuoJYJ21,SIGMOD Conference,,2021,Automatic Optimization of Matrix Implementations for Distributed Machine Learning and Linear Algebra.
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3122328,conf/sigmod/PolJ05,SIGMOD Conference,,2005,Relational Confidence Bounds Are Easy With The Bootstrap.
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3122605,conf/sigmod/RusuXPWJJD08,SIGMOD Conference,,2008,The DBO database system.
533453,Chris Jermaine,http://www.cs.rice.edu/~cmj4/,3122876,conf/sigmod/SikdarJ20,SIGMOD Conference,,2020,MONSOON: Multi-Step Optimization and Execution of Queries with Partially Obscured Predicates.
534353,Chris Olston,http://www-2.cs.cmu.edu/~olston/,3118776,conf/sigmod/AvnurHLORRRW98,SIGMOD Conference,,1998,CONTROL: Continuous Output and Navigation Technology with Refinement On-Line.
534353,Chris Olston,http://www-2.cs.cmu.edu/~olston/,3118792,conf/sigmod/BabcockO03,SIGMOD Conference,,2003,Distributed Top-K Monitoring.
534353,Chris Olston,http://www-2.cs.cmu.edu/~olston/,3122109,conf/sigmod/OlstonJW03,SIGMOD Conference,,2003,Adaptive Filters for Continuous Queries over Distributed Data Streams.
534353,Chris Olston,http://www-2.cs.cmu.edu/~olston/,3122112,conf/sigmod/OlstonW02,SIGMOD Conference,,2002,Best-effort cache synchronization with source cooperation.
534353,Chris Olston,http://www-2.cs.cmu.edu/~olston/,3122113,conf/sigmod/OlstonWACELSS98,SIGMOD Conference,,1998,DataSplash.
534353,Chris Olston,http://www-2.cs.cmu.edu/~olston/,3122114,conf/sigmod/OlstonWL01,SIGMOD Conference,,2001,Adaptive Precision Setting for Cached Approximate Values.
535033,Chris Stolte,http://graphics.stanford.edu/~cstolte/,3121922,conf/sigmod/MortonBMMS12,SIGMOD Conference,,2012,Dynamic workload driven data integration in tableau.
535865,Christan Grant,https://www.cs.ou.edu/~cgrant/,3121417,conf/sigmod/LiGWKC13,DanaC@SIGMOD,,2013,GPText: Greenplum parallel statistical text analysis framework.
557750,Christopher M. Jermaine,http://www.cs.rice.edu/~cmj4/,3118741,conf/sigmod/ArumugamDJPP10,SIGMOD Conference,,2010,The DataPath system: a data-centric analytic processing engine for large data warehouses.
557750,Christopher M. Jermaine,http://www.cs.rice.edu/~cmj4/,3119211,conf/sigmod/CaiGLPVJ14,SIGMOD Conference,,2014,A comparison of platforms for implementing and running very large scale machine learning algorithms.
557750,Christopher M. Jermaine,http://www.cs.rice.edu/~cmj4/,3119213,conf/sigmod/CaiVPAHJ13,SIGMOD Conference,,2013,Simulation of database-valued markov chains using SimSQL.
557750,Christopher M. Jermaine,http://www.cs.rice.edu/~cmj4/,3120849,conf/sigmod/JampaniXWPJH08,SIGMOD Conference,,2008,MCDB: a monte carlo approach to managing uncertain data.
557750,Christopher M. Jermaine,http://www.cs.rice.edu/~cmj4/,3120865,conf/sigmod/JermaineAPD07,SIGMOD Conference,,2007,Scalable approximate query processing with the DBO engine.
557750,Christopher M. Jermaine,http://www.cs.rice.edu/~cmj4/,3122291,conf/sigmod/PerezAJ10,SIGMOD Conference,,2010,Evaluation of probabilistic threshold queries in MCDB.
558446,Christopher Olston,http://www-2.cs.cmu.edu/~olston/,3119951,conf/sigmod/ElmeleegyOR14,SIGMOD Conference,,2014,SpongeFiles: mitigating data skew in mapreduce using distributed memory.
558446,Christopher Olston,http://www-2.cs.cmu.edu/~olston/,3120488,conf/sigmod/HalevyKNOPRW16,SIGMOD Conference,,2016,Goods: Organizing Google's Datasets.
558446,Christopher Olston,http://www-2.cs.cmu.edu/~olston/,3121708,conf/sigmod/ManjhiAMMOT06,SIGMOD Conference,,2006,Simultaneous scalability and security for data-intensive web applications.
558446,Christopher Olston,http://www-2.cs.cmu.edu/~olston/,3122107,conf/sigmod/OlstonCCLHLNRSSTZW11,SIGMOD Conference,,2011,Nova: continuous Pig/Hadoop workflows.
558446,Christopher Olston,http://www-2.cs.cmu.edu/~olston/,3122108,conf/sigmod/OlstonCS09,SIGMOD Conference,,2009,Generating example data for dataflow programs.
558446,Christopher Olston,http://www-2.cs.cmu.edu/~olston/,3122110,conf/sigmod/OlstonR11,SIGMOD Conference,,2011,Inspector gadget: a framework for custom monitoring and debugging of distributed dataflows.
558446,Christopher Olston,http://www-2.cs.cmu.edu/~olston/,3122111,conf/sigmod/OlstonRSKT08,SIGMOD Conference,,2008,Pig latin: a not-so-foreign language for data processing.
558979,Christopher R. Palmer,http://www-2.cs.cmu.edu/~crpalmer/,3122173,conf/sigmod/PalmerF00,SIGMOD Conference,,2000,Density Biased Sampling: An Improved Method for Data Mining and Clustering.
559017,Christopher R. Stolte,http://graphics.stanford.edu/~cstolte/,3122989,conf/sigmod/Stolte10,SIGMOD Conference,,2010,Visual interfaces to data.
575703,Cindy X. Chen,http://www.cs.uml.edu/~cchen/,3121412,conf/sigmod/LiGC13,SIGMOD Conference,,2013,ε-Matching: event processing over noisy sequences in real time.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3121292,conf/sigmod/LamY80,SIGMOD Conference,,1980,An Approximation Algorithm for a File-Allocation Problem in a Hierarchical Distributed System.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3121540,conf/sigmod/LiuMQYRWLHZ07,SIGMOD Conference,,2007,AllInOneNews: development and evaluation of a large-scale news metasearch engine.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3121554,conf/sigmod/LiuYMC06,SIGMOD Conference,,2006,Effective keyword search in relational databases.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3121615,conf/sigmod/LuWZMLRY07,SIGMOD Conference,,2007,MySearchView: a customized metasearch engine generator.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3123567,conf/sigmod/WuYDM04,SIGMOD Conference,,2004,An Interactive Clustering-based Approach to Integrating Source Query interfaces on the Deep Web.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3123714,conf/sigmod/YuC77,SIGMOD Conference,,1977,A Study on the Protection of Statistical Data Bases.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3123715,conf/sigmod/YuC83,SIGMOD Conference,,1983,On the Design of a Query Processing Strategy in a Distributed Database Environment.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3123716,conf/sigmod/YuC85,SIGMOD Conference,,1985,Adaptive Information System Design: One Query at a Time.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3123720,conf/sigmod/YuLSO79,SIGMOD Conference,,1979,Performance Analysis of three Related Assignment Problems.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3123722,conf/sigmod/YuMWL01,SIGMOD Conference,,2001,Efficient and Effective Metasearch for Text Databases Incorporating Linkages among Documents.
585519,Clement T. Yu,http://www.cs.uic.edu/~yu/,3123835,conf/sigmod/ZhangY87,SIGMOD Conference,,1987,A Necessary Condition for a Doubly Recursive Rule to be Equivalent to a Linear Recursive Rule.
588342,Cludio T. Silva,https://vgc.poly.edu/~csilva/,3119215,conf/sigmod/CallahanFSSSV06,SIGMOD Conference,,2006,VisTrails: visualization meets data management.
588342,Cludio T. Silva,https://vgc.poly.edu/~csilva/,3119314,conf/sigmod/ChanCDSF17,SIGMOD Conference,,2017,Querying and Exploring Polygamous Relationships in Urban Spatio-Temporal Data Sets.
588342,Cludio T. Silva,https://vgc.poly.edu/~csilva/,3119879,conf/sigmod/DoraiswamyZMLAS18,SIGMOD Conference,,2018,Interactive Visual Exploration of Spatio-Temporal Urban Data Sets using Urbane.
588342,Cludio T. Silva,https://vgc.poly.edu/~csilva/,3122647,conf/sigmod/SantosCFOYHSBF19,HILDA@SIGMOD,,2019,Visus: An Interactive System for Automatic Machine Learning Model Building and Curation.
588342,Cludio T. Silva,https://vgc.poly.edu/~csilva/,3122684,conf/sigmod/ScheideggerVKFS08,SIGMOD Conference,,2008,Querying and re-using workflows with VsTrails.
609924,Cyril U. Orji,http://www.cs.fiu.edu/scspage/professor/Orji/background.html,3122138,conf/sigmod/OrjiS93,SIGMOD Conference,,1993,Doubly Distorted Mirrors.
609924,Cyril U. Orji,http://www.cs.fiu.edu/scspage/professor/Orji/background.html,3122934,conf/sigmod/SolworthO90,SIGMOD Conference,,1990,Write-Only Disk Caches.
631332,Dan Grossman,http://www.cs.washington.edu/homes/djg/,3121921,conf/sigmod/MortonBG10,SIGMOD Conference,,2010,ParaTimer: a progress indicator for MapReduce DAGs.
631498,Dan I. Moldovan,http://www.hlt.utdallas.edu/~moldovan/,3119971,conf/sigmod/ErekhinskayaSPB20,SBD@SIGMOD,,2020,Ten ways of leveraging ontologies for natural language processing and its enterprise applications.
631498,Dan I. Moldovan,http://www.hlt.utdallas.edu/~moldovan/,3123127,conf/sigmod/TatuWBEM16,SBD@SIGMOD,,2016,Semantic question answering on big data.
670957,David Chenho Kung,http://ranger.uta.edu/~kung/,3121253,conf/sigmod/Kung85,SIGMOD Conference,,1985,On Verification of Database Temporal Constraints.
678955,David L. Spooner,http://www.cs.rpi.edu/~spoonerd/,3122961,conf/sigmod/Spooner84,SIGMOD Conference,,1984,Database Support for Interactive Computer Graphics.
679850,David M. Arnow,http://www.sci.brooklyn.cuny.edu/~arnow/,3118730,conf/sigmod/ArnowT84,SIGMOD Conference,,1984,"An Empirical Comparison of B-Trees, Compact B-Trees and Multiway Trees."
684265,David R. Wright 0001,https://www.csc.ncsu.edu/people/drwrigh3,3120669,conf/sigmod/HouKMWTC22,SIGMOD Conference,,2022,Compact Walks: Taming Knowledge-Graph Embeddings with Domain- and Task-Specific Pathways.
686932,David T. Liu,http://www.eecs.berkeley.edu/~dtliu/,3121525,conf/sigmod/LiuFP03,SIGMOD Conference,,2003,GridDB: A Database Interface to the Grid.
688000,David W. Embley,https://cs.byu.edu/faculty/embley,3119958,conf/sigmod/EmbleyJN99,SIGMOD Conference,,1999,Record-Boundary Discovery in Web Documents.
688307,David W. Stemple,http://www.cs.umass.edu/~stemple/index.html,3119656,conf/sigmod/CroftS87,SIGMOD Conference,,1987,Supporting Offics Document Architectures with Constrained Types.
688307,David W. Stemple,http://www.cs.umass.edu/~stemple/index.html,3121763,conf/sigmod/MazumdarSS88,SIGMOD Conference,,1988,Resolving the Tension between Integrity and Security Using a Theorem Prover.
688307,David W. Stemple,http://www.cs.umass.edu/~stemple/index.html,3122980,conf/sigmod/StempleMS87,SIGMOD Conference,,1987,On the Modes and Meaning of Feedback to Transaction Designers.
707776,Dennis G. Severance,http://execed.bus.umich.edu/Faculty/FacultyBio.aspx?id=000119709,3121721,conf/sigmod/MarchS78,SIGMOD Conference,,1978,A Mathematical Modeling Approach to the Automatic Selection of Database Designs.
707776,Dennis G. Severance,http://execed.bus.umich.edu/Faculty/FacultyBio.aspx?id=000119709,3122747,conf/sigmod/SeveranceL76,SIGMOD Conference,,1976,Differential Files: Their Application to the Maintenance of Large Data Bases (Abstract).
708489,Dennis McLeod,http://www-hbp.usc.edu/people/mcleod.htm,3120499,conf/sigmod/HammerM78,SIGMOD Conference,,1978,The Semantic Data Model: A Modelling Mechanism for Data Base Applications.
708489,Dennis McLeod,http://www-hbp.usc.edu/people/mcleod.htm,3121780,conf/sigmod/McLeod82,SIGMOD Conference,,1982,Tools for Personal Information Management (Panel).
726572,Dietmar F. Rsner,http://edu.cs.uni-magdeburg.de/EC/mitarbeiter/roesner,3121260,conf/sigmod/KupperSR93,SIGMOD Conference,,1993,"NAUDA - A Cooperative, Natural Language Interface to Relational Databases."
728599,Dilys Thomas,http://www.stanford.edu/~dilys/,3118561,conf/sigmod/AgrawalST05,SIGMOD Conference,,2005,Privacy Preserving OLAP.
751606,Donald S. Fussell,http://www.cs.utexas.edu/users/fussell/,3121025,conf/sigmod/KedemS81,SIGMOD Conference,,1981,Deadlock Removal Using Partial Rollback in Database Systems.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3119298,conf/sigmod/ChaiLLDF16,SIGMOD Conference,,2016,Cost-Effective Crowdsourced Entity Resolution: A Partial-Order Approach.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3119774,conf/sigmod/DengLF14,SIGMOD Conference,,2014,A pivotal prefix based filtering algorithm for string similarity search.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3119777,conf/sigmod/DengT018,SIGMOD Conference,,2018,Overlap Set Similarity Joins with Theoretical Guarantees.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3120058,conf/sigmod/FengD21,SIGMOD Conference,,2021,Allign: Aligning All-Pair Near-Duplicate Passages in Long Texts.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3120072,conf/sigmod/FernandezDMQTAE17,SIGMOD Conference,,2017,A Demo of the Data Civilizer System.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3121406,conf/sigmod/LiDF11,SIGMOD Conference,,2011,Faerie: efficient filtering algorithms for approximate dictionary-based entity extraction.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3121418,conf/sigmod/LiHDL15,SIGMOD Conference,,2015,Efficient Similarity Join and Search on Multi-Attribute Data.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3123418,conf/sigmod/WangZD22,SIGMOD Conference,,2022,TxtAlign: Efficient Near-Duplicate Text Alignment Search via Bottom-k Sketches for Plagiarism Detection.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3123894,conf/sigmod/ZhuDNM19,SIGMOD Conference,,2019,JOSIE: Overlap Set Similarity Search for Finding Joinable Tables in Data Lakes.
752356,Dong Deng 0001,https://www.cs.rutgers.edu/~dd903/,3123920,conf/sigmod/ZuoAD22,SIGMOD Conference,,2022,Spine: Scaling up Programming-by-Negative-Example for String Filtering and Transformation.
753140,Dong Wei 0001,https://web.njit.edu/~dw277/,3118272,conf/sigmod/0001ISR22,SIGMOD Conference,,2022,Rank Aggregation with Proportionate Fairness.
753140,Dong Wei 0001,https://web.njit.edu/~dw277/,3123442,conf/sigmod/Wei19,SIGMOD Conference,,2019,Recommending Deployment Strategies in Crowdsourcing Platforms.
753140,Dong Wei 0001,https://web.njit.edu/~dw277/,3123450,conf/sigmod/WeiRA20,SIGMOD Conference,,2020,Recommending Deployment Strategies for Collaborative Tasks.
753216,Dong Xie 0001,https://sites.psu.edu/dongx/,3118280,conf/sigmod/0001PM021,SIGMOD Conference,,2021,Spatial Independent Range Sampling.
753216,Dong Xie 0001,https://sites.psu.edu/dongx/,3119340,conf/sigmod/Chang0W022,SIGMOD Conference,,2022,Towards Practical Oblivious Join.
753216,Dong Xie 0001,https://sites.psu.edu/dongx/,3123586,conf/sigmod/XieCLK19,SIGMOD Conference,,2019,FishStore: Faster Ingestion with Subset Hashing.
753216,Dong Xie 0001,https://sites.psu.edu/dongx/,3123589,conf/sigmod/XieL0LZG16,SIGMOD Conference,,2016,Simba: Efficient In-Memory Spatial Analytics.
756908,Dongmei Zhang 0001,https://www.ri.cmu.edu/ri-people/dongmei-zhang/,3118316,conf/sigmod/00040HZ21,SIGMOD Conference,,2021,MetaInsight: Automatic Discovery of Structured Knowledge for Exploratory Data Analysis.
756908,Dongmei Zhang 0001,https://www.ri.cmu.edu/ri-people/dongmei-zhang/,3119834,conf/sigmod/DingHXZZ19,SIGMOD Conference,,2019,QuickInsights: Quick and Automatic Discovery of Insights from Multi-Dimensional Data.
756908,Dongmei Zhang 0001,https://www.ri.cmu.edu/ri-people/dongmei-zhang/,3123084,conf/sigmod/TangHYDZ17,SIGMOD Conference,,2017,Extracting Top-K Insights from Multi-dimensional Data.
759035,Donko Donjerkovic,http://www.cs.wisc.edu/~donjerko/donjerko.html,3121559,conf/sigmod/LivnyRBCDLMW97,SIGMOD Conference,,1997,DEVise: Integrated Querying and Visualization of Large Datasets.
759035,Donko Donjerkovic,http://www.cs.wisc.edu/~donjerko/donjerko.html,3121560,conf/sigmod/LivnyRBCDLMW97a,SIGMOD Conference,,1997,DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract).
766181,Dragutin Petkovic,http://www.cs.sfsu.edu/dragutin/,3118744,conf/sigmod/AshleyFHLNP95,SIGMOD Conference,,1995,The Query By Image Content (QBIC) System.
783664,Edgar H. Sibley,http://osf1.gmu.edu/~esibley/,3122863,conf/sigmod/Sibley74,"SIGMOD Workshop, Vol. 2",,1974,On the Equivalence of Data Based Systems.
783664,Edgar H. Sibley,http://osf1.gmu.edu/~esibley/,3122865,conf/sigmod/Sibley85,SIGMOD Conference,,1985,Pragmatics of Database Management (Panel).
791226,Edward Hung,http://www.cs.umd.edu/~ehung/,3120741,conf/sigmod/HungDS04,SIGMOD Conference,,2004,TOSS: An Extension of TAX with Ontologies and Similarity Queries.
792140,Edward Omiecinski,http://www.cc.gatech.edu/fac/Ed.Omiecinski/,3118500,conf/sigmod/AchyutuniON96,SIGMOD Conference,,1996,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases.
792505,Edward Sciore,http://cs.bc.edu/~sciore/,3119269,conf/sigmod/CarusoS88,SIGMOD Conference,,1988,Meta-Functions and Contexts in an Object-Oriented Database Language.
792505,Edward Sciore,http://cs.bc.edu/~sciore/,3120657,conf/sigmod/HoneymanS83,SIGMOD Conference,,1983,A New Characterization of Independence.
792505,Edward Sciore,http://cs.bc.edu/~sciore/,3122715,conf/sigmod/Sciore79,SIGMOD Conference,,1979,Improving Semantic Specification in a Relational Database.
792505,Edward Sciore,http://cs.bc.edu/~sciore/,3122716,conf/sigmod/Sciore81,SIGMOD Conference,,1981,Real-World MVD's.
792893,Edward Y. Chang,http://www-db.stanford.edu/~echang/,3119345,conf/sigmod/ChangC01,SIGMOD Conference,,2001,PBIR - Perception-Based Image Retrieval.
792893,Edward Y. Chang,http://www-db.stanford.edu/~echang/,3120839,conf/sigmod/JainCW04,SIGMOD Conference,,2004,Adaptive Stream Resource Management Using Kalman Filters.
792893,Edward Y. Chang,http://www-db.stanford.edu/~echang/,3121453,conf/sigmod/LiVCAHMWBCHIKSS99,SIGMOD Conference,,1999,"PowerBookmarks: A System for Personalizable Web Information Organization, Sharing, and Management."
803121,Eleazar Eskin,http://www.cse.ucsd.edu/~eeskin/,877807,conf/dmkd/AgichteinEG00,ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,,2000,Combining Strategies for Extracting Relations from Text Collections.
828883,Emiran Curtmola,http://www.cse.ucsd.edu/~ecurtmola/,3118644,conf/sigmod/Amer-YahiaCD06,SIGMOD Conference,,2006,Flexible and efficient XML search with complex full-text predicates.
828883,Emiran Curtmola,http://www.cse.ucsd.edu/~ecurtmola/,3119678,conf/sigmod/CurtmolaDRS10,SIGMOD Conference,,2010,Load-balanced query dissemination in privacy-aware online communities.
828883,Emiran Curtmola,http://www.cse.ucsd.edu/~ecurtmola/,3122121,conf/sigmod/OnoseDPC06,SIGMOD Conference,,2006,Rewriting nested XML queries using nested views.
855279,Erwin Leonardi,http://www.cais.ntu.edu.sg/~erwin/,3121361,conf/sigmod/LeonardiB07,SIGMOD Conference,,2007,XANADUE: a system for detecting changes to XML data in tree-unaware relational databases.
863271,Eui-Hong Han,http://www.cs.umn.edu/~han/,3120510,conf/sigmod/HanKK97,SIGMOD Conference,,1997,Scalable Parallel Data Mining for Association Rules.
868185,Evan Welbourne,http://www.cs.washington.edu/homes/evan/,3121072,conf/sigmod/KhoussainovaWBBCLLRSW08,SIGMOD Conference,,2008,A demonstration of Cascadia through a digital diary application.
890193,Fan Yang 0002,http://www.cs.cornell.edu/~yangf/,3118973,conf/sigmod/BhaskarBCGSSY06,SIGMOD Conference,,2006,Quark: an efficient XQuery full-text implementation.
890193,Fan Yang 0002,http://www.cs.cornell.edu/~yangf/,3120250,conf/sigmod/GernerYDGRS06,SIGMOD Conference,,2006,Automatic client-server partitioning of data-driven web applications.
890193,Fan Yang 0002,http://www.cs.cornell.edu/~yangf/,3120451,conf/sigmod/GuptaYDGS07,SIGMOD Conference,,2007,User-centric personalized extensibility for data-driven web applications.
907372,Fei Chen 0002,http://pages.cs.wisc.edu/~fchen/,3119419,conf/sigmod/ChenGDYR09,SIGMOD Conference,,2009,Optimizing complex extraction programs over evolving text data.
914166,Feng Wang 0003,http://www.cse.ucsc.edu/~cyclonew/,3119605,conf/sigmod/ColgroveDHMSSTV15,SIGMOD Conference,,2015,"Purity: Building Fast, Highly-Available Enterprise Flash Storage from Commodity Components."
914308,Feng Yu 0002,https://ysu.edu/directory/people/feng-yu,3123717,conf/sigmod/YuHLCZ13,SIGMOD Conference,,2013,CS2: a new database synopsis for query estimation.
917870,Fereidoon Sadri,http://www.uncg.edu/~sadrif/,3122615,conf/sigmod/SadriU80,SIGMOD Conference,,1980,The Interaction between Functional Dependencies and Template Dependencies.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3119490,conf/sigmod/ChengQR12,SIGMOD Conference,,2012,GLADE: big data analytics made easy.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3119491,conf/sigmod/ChengR14,SIGMOD Conference,,2014,Parallel in-situ data processing with speculative loading.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3120813,conf/sigmod/IzenovDRS21,SIGMOD Conference,,2021,COMPASS: Online Sketch-based Query Optimization for In-Memory Databases.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3122392,conf/sigmod/QinR13,DanaC@SIGMOD,,2013,Scalable I/O-bound parallel incremental gradient descent for big data analytics in GLADE.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3122393,conf/sigmod/QinR15,DanaC@SIGMOD,,2015,Speculative Approximations for Terascale Distributed Gradient Descent Optimization.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3122603,conf/sigmod/RusuD06,SIGMOD Conference,,2006,Fast range-summable random variables for efficient aggregate estimation.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3122604,conf/sigmod/RusuD07,SIGMOD Conference,,2007,Statistical analysis of sketch estimators.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3122605,conf/sigmod/RusuXPWJJD08,SIGMOD Conference,,2008,The DBO database system.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3123856,conf/sigmod/ZhaoRDW16,SIGMOD Conference,,2016,Similarity Join over Array Data.
932598,Florin Rusu,http://www.ucmerced.edu/content/florin-rusu,3123857,conf/sigmod/ZhaoRDWN17,SIGMOD Conference,,2017,Incremental View Maintenance over Array Data.
966302,Fusheng Wang 0001,https://www3.cs.stonybrook.edu/~fuswang/,3118584,conf/sigmod/AjiW12,SIGMOD/PODS PhD Symposium,,2012,High performance spatial query processing for large scale scientific data.
977494,Gabriel Ghinita,http://www.cs.umb.edu/~gghinita/,3120271,conf/sigmod/GhinitaKKST08,SIGMOD Conference,,2008,Private queries in location based services: anonymizers are not necessary.
999938,Geoffrey H. Kuenning,https://www.cs.hmc.edu/~geoff/geoff.html,3125338,conf/sigsmall/Kuenning81,SIGSMALL/SIGMOD Symposium,,1981,Minimal Multitasking Operating System for Real-Time Controllers.
999938,Geoffrey H. Kuenning,https://www.cs.hmc.edu/~geoff/geoff.html,3125339,conf/sigsmall/Kuenning81a,SIGSMALL/SIGMOD Symposium,,1981,Designing Real-Time Software Systems.
1002311,George Bissias,https://people.cs.umass.edu/~gbiss/,3120573,conf/sigmod/HayMMCZB16,SIGMOD Conference,,2016,Exploring Privacy-Accuracy Tradeoffs using DPComp.
1006029,George T. Heineman,http://users.wpi.edu/~heineman/,3123902,conf/sigmod/ZhuRH04,SIGMOD Conference,,2004,Dynamic Plan Migration for Continuous Queries Over Data Streams.
1040534,Goce Trajcevski,https://www.engineering.iastate.edu/people/profile/gocet25/,3119837,conf/sigmod/DingTS06,SIGMOD Conference,,2006,OMCAT: optimal maintenance of continuous queries' answers for trajectories.
1052779,Gregory D. Speegle,http://cs.baylor.edu/~speegle/,3121184,conf/sigmod/KorthS88,SIGMOD Conference,,1988,Formal Model of Correctness Without Serializability.
1053463,Gregory Karvounarakis,http://www.seas.upenn.edu/~gkarvoun/,3120372,conf/sigmod/GreenKTBIT07,SIGMOD Conference,,2007,ORCHESTRA: facilitating collaborative data sharing.
1055735,Grigoris Karvounarakis,http://www.seas.upenn.edu/~gkarvoun/,3121002,conf/sigmod/KarvounarakisIT10,SIGMOD Conference,,2010,Querying data provenance.
1060513,Guangshun Chen,http://www.cs.wisc.edu/~guangshu/,3121559,conf/sigmod/LivnyRBCDLMW97,SIGMOD Conference,,1997,DEVise: Integrated Querying and Visualization of Large Datasets.
1060513,Guangshun Chen,http://www.cs.wisc.edu/~guangshu/,3121560,conf/sigmod/LivnyRBCDLMW97a,SIGMOD Conference,,1997,DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract).
1077013,Gurmeet Singh Manku,http://www-db.stanford.edu/~manku/,3121712,conf/sigmod/MankuRL99,SIGMOD Conference,,1999,Random Sampling Techniques for Space Efficient Online Computation of Order Statistics of Large Datasets.
1077013,Gurmeet Singh Manku,http://www-db.stanford.edu/~manku/,3122434,conf/sigmod/RajagopalanML98,SIGMOD Conference,,1998,Approximate Medians and other Quantiles in One Pass and with Limited Memory.
1111254,Hang Liu 0001,https://personal.stevens.edu/~hliu77/,3118978,conf/sigmod/BhattaraiLH19,SIGMOD Conference,,2019,CECI: Compact Embedding Cluster Index for Scalable Subgraph Matching.
1111254,Hang Liu 0001,https://personal.stevens.edu/~hliu77/,3121530,conf/sigmod/LiuHH16,SIGMOD Conference,,2016,iBFS: Concurrent Breadth-First Search on GPUs.
1171459,Himanshu Gupta 0001,https://www3.cs.stonybrook.edu/~hgupta/,3121273,conf/sigmod/LabioZWGGW97,SIGMOD Conference,,1997,The WHIPS Prototype for Data Warehouse Creation and Maintenance.
1232398,Hyunjung Park 0001,http://infolab.stanford.edu/~hyunjung/,3122003,conf/sigmod/NarasayyaDSCLP13,SIGMOD Conference,,2013,A demonstration of SQLVM: performance isolation in multi-tenant relational database-as-a-service.
1232398,Hyunjung Park 0001,http://infolab.stanford.edu/~hyunjung/,3122220,conf/sigmod/ParameswaranGPPRW12,SIGMOD Conference,,2012,CrowdScreen: algorithms for filtering data with humans.
