id,name,homepage,pubid,pubkey,booktitle,editor,year,title
1232398,Hyunjung Park 0001,http://infolab.stanford.edu/~hyunjung/,3122236,conf/sigmod/ParkW14,SIGMOD Conference,,2014,CrowdFill: collecting structured data from the crowd.
1266301,Iosif Lazaridis,http://www.ics.uci.edu/~iosif/,3121319,conf/sigmod/LazaridisM01,SIGMOD Conference,,2001,Progressive Approximate Aggregate Queries with a Multi-Resolution Tree Structure.
1266301,Iosif Lazaridis,http://www.ics.uci.edu/~iosif/,3121320,conf/sigmod/LazaridisM07,SIGMOD Conference,,2007,Optimization of multi-version expensive predicates.
1278497,Ismailcem Budak Arpinar,http://www.cs.uga.edu/~budak/,3119856,conf/sigmod/DogacAEOADAOS94,SIGMOD Conference,,1994,METU Object-Oriented DBMS.
1278497,Ismailcem Budak Arpinar,http://www.cs.uga.edu/~budak/,3119857,conf/sigmod/DogacHKOONDMAKE96,SIGMOD Conference,,1996,METU Interoperable Database System.
1328475,James Frew,http://essw.bren.ucsb.edu/~frew/,3120676,conf/sigmod/HoweFFFKR14,SIGMOD Conference,,2014,"Should we all be teaching ""intro to data science"" instead of ""intro to databases""?"
1328475,James Frew,http://essw.bren.ucsb.edu/~frew/,3123002,conf/sigmod/StonebrakerFGM93,SIGMOD Conference,,1993,The Sequoia 2000 Benchmark.
1345792,Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,3119469,conf/sigmod/ChenWIJLSWWWY16,SIGMOD Conference,,2016,Realtime Data Processing at Facebook.
1345792,Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,3120306,conf/sigmod/GoelCGMMHW14,SIGMOD Conference,,2014,Fast database restarts at facebook.
1345792,Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,3121271,conf/sigmod/LabioWGG00,SIGMOD Conference,,2000,Efficient Resumption of Interrupted Warehouse Loads.
1345792,Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,3121273,conf/sigmod/LabioZWGGW97,SIGMOD Conference,,1997,The WHIPS Prototype for Data Warehouse Creation and Maintenance.
1345792,Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,3122154,conf/sigmod/OzcanTAKMRW14,SIGMOD Conference,,2014,Are we experiencing a big data bubble?
1345792,Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,3122406,conf/sigmod/QuassWGHLMNRRAUW96,SIGMOD Conference,,1996,LORE: A Lightweight Object REpository for Semistructured Data.
1345792,Janet L. Wiener,http://www-db.stanford.edu/people/wiener.html,3123228,conf/sigmod/TsirogiannisHSWG09,SIGMOD Conference,,2009,Query processing techniques for solid state drives.
1355624,Jason McHugh,http://www-db.stanford.edu/~mchughj/,3122406,conf/sigmod/QuassWGHLMNRRAUW96,SIGMOD Conference,,1996,LORE: A Lightweight Object REpository for Semistructured Data.
1383928,Jennifer L. Beckmann,http://pages.cs.wisc.edu/~jbeckham/,3119557,conf/sigmod/ChuBN07,SIGMOD Conference,,2007,The case for a wide-table approach to manage sparse relational data sets.
1384639,Jennifer Neville,http://www.cs.purdue.edu/homes/neville/,3121760,conf/sigmod/MayfieldNP10,SIGMOD Conference,,2010,ERACER: a database approach for statistical inference and data cleaning.
1384639,Jennifer Neville,http://www.cs.purdue.edu/homes/neville/,3123628,conf/sigmod/YakoutENO10,SIGMOD Conference,,2010,GDR: a system for guided data repair.
1415923,Jianguo Wang 0001,https://www.cs.purdue.edu/homes/csjgwang/,3123333,conf/sigmod/Wang023,SIGMOD Conference Companion,,2023,Disaggregated Database Systems.
1415923,Jianguo Wang 0001,https://www.cs.purdue.edu/homes/csjgwang/,3123372,conf/sigmod/WangLPS17,SIGMOD Conference,,2017,An Experimental Study of Bitmap Compression vs. Inverted List Compression.
1415923,Jianguo Wang 0001,https://www.cs.purdue.edu/homes/csjgwang/,3123416,conf/sigmod/WangYGJXLWGLXYY21,SIGMOD Conference,,2021,Milvus: A Purpose-Built Vector Data Management System.
1439064,Jing Yang 0001,https://webpages.uncc.edu/jyang13,3122599,conf/sigmod/RundensteinerWYD02,SIGMOD Conference,,2002,XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets.
1457314,Joachim Hammer,http://www.cise.ufl.edu/~jhammer/,3119862,conf/sigmod/DohzenPSHS06,SIGMOD Conference,,2006,Data integration through transform reuse in the Morpheus project.
1457314,Joachim Hammer,http://www.cise.ufl.edu/~jhammer/,3120497,conf/sigmod/HammerGIPUW95,SIGMOD Conference,,1995,"Information Translation, Mediation, and Mosaic-Based Browsing in the TSIMMIS System."
1457314,Joachim Hammer,http://www.cise.ufl.edu/~jhammer/,3120498,conf/sigmod/HammerGNYBV97,SIGMOD Conference,,1997,Template-Based Wrappers in the TSIMMIS System.
1457314,Joachim Hammer,http://www.cise.ufl.edu/~jhammer/,3123910,conf/sigmod/ZhugeGHW95,SIGMOD Conference,,1995,View Maintenance in a Warehousing Environment.
1486332,John Shepherd 0001,https://www.unsw.edu.au/staff/john-shepherd,3122811,conf/sigmod/ShenNSHS03,SIGMOD Conference,,2003,CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database.
1486332,John Shepherd 0001,https://www.unsw.edu.au/staff/john-shepherd,3122812,conf/sigmod/ShenSN06,SIGMOD Conference,,2006,InMAF: indexing music databases via multiple acoustic features.
1490357,Jon A. Solworth,http://parsys.cs.uic.edu/~solworth/,3122138,conf/sigmod/OrjiS93,SIGMOD Conference,,1993,Doubly Distorted Mirrors.
1490357,Jon A. Solworth,http://parsys.cs.uic.edu/~solworth/,3122934,conf/sigmod/SolworthO90,SIGMOD Conference,,1990,Write-Only Disk Caches.
1498333,Jonathan R. Ullman,https://www.khoury.northeastern.edu/people/jonathan-ullman/,3123250,conf/sigmod/UllmanU16,BeyondMR@SIGMOD,,2016,Some pairs problems.
1528551,Joseph F. JJ,https://users.umiacs.umd.edu/~joseph/,3122538,conf/sigmod/Rodriguez-Martinez00,SIGMOD Conference,,2000,MOCHA: A Database Middleware System Featuring Automatic Deployment of Application-Specific Functionality.
1552090,Jude W. Shavlik,http://www.cs.wisc.edu/~shavlik/,3120310,conf/sigmod/GokhaleDDNRSZ14,SIGMOD Conference,,2014,Corleone: hands-off crowdsourcing for entity matching.
1568591,Jun Rao,http://www.cs.columbia.edu/~junr/,3119023,conf/sigmod/BlanasPERST10,SIGMOD Conference,,2010,A comparison of join algorithms for log processing in MaPreduce.
1568591,Jun Rao,http://www.cs.columbia.edu/~junr/,3120771,conf/sigmod/IlyasRLGL03,SIGMOD Conference,,2003,Estimating Compilation Time of a Query Optimizer.
1568591,Jun Rao,http://www.cs.columbia.edu/~junr/,3122462,conf/sigmod/RaoPZ04,SIGMOD Conference,,2004,Canonical Abstraction for Outerjoin Optimization.
1568591,Jun Rao,http://www.cs.columbia.edu/~junr/,3122463,conf/sigmod/RaoR00,SIGMOD Conference,,2000,Making B+-Trees Cache Conscious in Main Memory.
1568591,Jun Rao,http://www.cs.columbia.edu/~junr/,3122464,conf/sigmod/RaoR98,SIGMOD Conference,,1998,Reusing Invariants: A New Strategy for Correlated Queries.
1568591,Jun Rao,http://www.cs.columbia.edu/~junr/,3122466,conf/sigmod/RaoZML02,SIGMOD Conference,,2002,Automating physical database design in a parallel database.
1568591,Jun Rao,http://www.cs.columbia.edu/~junr/,3123351,conf/sigmod/WangCDGCSRBCMMR21,SIGMOD Conference,,2021,Consistency and Completeness: Rethinking Distributed Stream Processing in Apache Kafka.
1569449,Jun Zhang 0005,http://www.cais.ntu.edu.sg/~jzhang/,3123843,conf/sigmod/ZhangZPTL03,SIGMOD Conference,,2003,Location-based Spatial Queries.
1595919,K. Tuncay Tekle,https://www3.cs.stonybrook.edu/~tuncay/,3123139,conf/sigmod/TekleL11,SIGMOD Conference,,2011,More efficient datalog queries: subsumptive tabling beats magic sets.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3121449,conf/sigmod/LiSDZZS16,SIGMOD Conference,,2016,PerNav: A Route Summarization Framework for Personalized Navigation.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3121944,conf/sigmod/MozafariZZ10,SIGMOD Conference,,2010,K*SQL: a unifying engine for sequence patterns and XML.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3121945,conf/sigmod/MozafariZZ12,SIGMOD Conference,,2012,High-performance complex event processing over XML streams.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3122280,conf/sigmod/PengDW0Z22,SIGMOD Conference,,2022,One Size Does Not Fit All: A Bandit-Based Sampler Combination Framework with Theoretical Guarantees.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3123419,conf/sigmod/WangZHCCWLFQHGL20,SIGMOD Conference,,2020,Grosbeak: A Data Warehouse Supporting Resource-Aware Incremental Computing.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3123757,conf/sigmod/ZengADAS15,SIGMOD Conference,,2015,G-OLA: Generalized On-Line Aggregation for Interactive Analysis on Big Data.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3123758,conf/sigmod/ZengAS16,SIGMOD Conference,,2016,iOLAP: Managing Uncertainty for Efficient Incremental OLAP.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3123761,conf/sigmod/ZengGGMZ14,SIGMOD Conference,,2014,ABS: a system for scalable approximate queries with accuracy guarantees.
1600673,Kai Zeng 0002,https://people.eecs.berkeley.edu/~kaizeng/,3123762,conf/sigmod/ZengGMZ14,SIGMOD Conference,,2014,The analytical bootstrap: a new method for fast error estimation in approximate query processing.
1608090,Kamalika Chaudhuri,http://cseweb.ucsd.edu/~kamalika/,3118277,conf/sigmod/0001LKCJN17,SIGMOD Conference,,2017,Bolt-on Differential Privacy for Scalable Stochastic Gradient Descent-based Analytics.
1608090,Kamalika Chaudhuri,http://cseweb.ucsd.edu/~kamalika/,3122947,conf/sigmod/SongWC17,SIGMOD Conference,,2017,Pufferfish Privacy Mechanisms for Correlated Data.
1661300,Kenneth Baclawski,http://www.ccs.neu.edu/home/kenb/,3120370,conf/sigmod/GraySEBW94,SIGMOD Conference,,1994,Quickly Generating Billion-Record Synthetic Databases.
1662135,Kenneth J. Goldman,http://www.cs.wustl.edu/~kjg/,3120316,conf/sigmod/GoldmanGKZ85,SIGMOD Conference,,1985,ISIS: Interface for a Semantic Information System.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3118965,conf/sigmod/BeyerCCOPX05,SIGMOD Conference,,2005,Extending XQuery for Analytics.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3118966,conf/sigmod/BeyerHRSG07,SIGMOD Conference,,2007,On synopses for distinct-value estimation under multiset operations.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3118967,conf/sigmod/BeyerOSL05,SIGMOD Conference,,2005,DB2/XML: designing for evolution.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3118968,conf/sigmod/BeyerR99,SIGMOD Conference,,1999,Bottom-Up Computation of Sparse and Iceberg CUBEs.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3119716,conf/sigmod/DasSBGHM10,SIGMOD Conference,,2010,Ricardo: integrating R and Hadoop.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3119940,conf/sigmod/ElghandourAZCBBZ08,SIGMOD Conference,,2008,An xml index advisor for DB2.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3121559,conf/sigmod/LivnyRBCDLMW97,SIGMOD Conference,,1997,DEVise: Integrated Querying and Visualization of Large Datasets.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3121560,conf/sigmod/LivnyRBCDLMW97a,SIGMOD Conference,,1997,DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract).
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3122150,conf/sigmod/OzcanCPKBJZ05,SIGMOD Conference,,2005,"System RX: One Part Relational, One Part XML."
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3122151,conf/sigmod/OzcanHBBLL11,SIGMOD Conference,,2011,Emerging trends in the enterprise data analytics: connecting Hadoop and DB2 warehouse.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3122630,conf/sigmod/SalemBCL00,SIGMOD Conference,,2000,How To Roll a Join: Asynchronous Incremental View Maintenance.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3123122,conf/sigmod/TatarinovVBSSZ02,SIGMOD Conference,,2002,Storing and querying ordered XML using a relational database system.
1672905,Kevin S. Beyer,http://www.cs.wisc.edu/~beyer/beyer.html,3123605,conf/sigmod/XuBEHS09,SIGMOD Conference,,2009,E = MC3: managing uncertain enterprise data in a cluster-computing environment.
1682077,Kien A. Hua,https://www.cs.ucf.edu/person/kien-a-hua/,3122092,conf/sigmod/OhHP00,SIGMOD Conference,,2000,Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases.
1682077,Kien A. Hua,https://www.cs.ucf.edu/person/kien-a-hua/,3123318,conf/sigmod/VuHCL06,SIGMOD Conference,,2006,A non-linear dimensionality-reduction technique for fast similarity search in large databases.
1689087,Kirsten Hildrum,http://www.cs.berkeley.edu/~hildrum/,3118612,conf/sigmod/AlexeHHKKNRSSVW12,SIGMOD Conference,,2012,Surfacing time-critical insights from social media.
1712283,Kristin Tufte,http://www.cs.wisc.edu/~kristint/,3121432,conf/sigmod/LiMTPT05,SIGMOD Conference,,2005,Semantics and Evaluation Techniques for Window Aggregates in Data Streams.
1712283,Kristin Tufte,http://www.cs.wisc.edu/~kristint/,3122250,conf/sigmod/PatelYKTNBHRLEKGDN97,SIGMOD Conference,,1997,"Building a Scaleable Geo-Spatial DBMS: Technology, Implementation, and Evaluation."
1712283,Kristin Tufte,http://www.cs.wisc.edu/~kristint/,3123236,conf/sigmod/TufteLMPBR07,SIGMOD Conference,,2007,Travel time estimation using NiagaraST and latte.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3118611,conf/sigmod/AlexeCMPT08,SIGMOD Conference,,2008,Muse: a system for understanding and designing mappings.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3119508,conf/sigmod/ChiticariuCDGHKLLLRRVZ11,SIGMOD Conference,,2011,The SystemT IDE: an integrated development environment for information extraction rules.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3119509,conf/sigmod/ChiticariuKP08,SIGMOD Conference,,2008,Interactive generation of integrated schemas.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3119510,conf/sigmod/ChiticariuLRR10,SIGMOD Conference,,2010,Enterprise information extraction: recent developments and open challenges.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3119511,conf/sigmod/ChiticariuTV05,SIGMOD Conference,,2005,DBNotes: a post-it system for relational databases based on provenance.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3120526,conf/sigmod/HanafiACL17,SIGMOD Conference,,2017,Synthesizing Extraction Rules from User Examples with SEER.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3122577,conf/sigmod/RoyCFRZ13,SIGMOD Conference,,2013,Provenance-based dictionary refinement in information extraction.
1751990,Laura Chiticariu,http://www.cse.ucsc.edu/~laura/,3123344,conf/sigmod/WangBCKLZ17,DSMM@SIGMOD,,2017,Towards Re-defining Relation Understanding in Financial Domain.
1758838,Laurent Mignet,http://www.cs.toronto.edu/~mignet/,3119616,conf/sigmod/ConsensBTM05,SIGMOD Conference,,2005,Goals and Benchmarks for Autonomic Configuration Recommenders.
1767422,Lei Cao 0004,https://www2.cs.arizona.edu/~caolei/,3118293,conf/sigmod/0001ZC21,SIGMOD Conference,,2021,AI Meets Database: AI4DB and DB4AI.
1767422,Lei Cao 0004,https://www2.cs.arizona.edu/~caolei/,3119240,conf/sigmod/CaoWR16,SIGMOD Conference,,2016,Sharing-Aware Outlier Analytics over High-Volume Data Streams.
1767422,Lei Cao 0004,https://www2.cs.arizona.edu/~caolei/,3119297,conf/sigmod/ChaiC00LM20,SIGMOD Conference,,2020,Human-in-the-loop Outlier Detection.
1767422,Lei Cao 0004,https://www2.cs.arizona.edu/~caolei/,3122377,conf/sigmod/QiCRR14,SIGMOD Conference,,2014,Complex event analytics: online aggregation of stream sequence patterns.
1767422,Lei Cao 0004,https://www2.cs.arizona.edu/~caolei/,3123783,conf/sigmod/ZhangCYMR20,SIGMOD Conference,,2020,Continuously Adaptive Similarity Search.
1774623,Leonard D. Shapiro,http://web.cecs.pdx.edu/~len/,3119754,conf/sigmod/DeWittKOSSW84,SIGMOD Conference,,1984,Implementation Techniques for Main Memory Database Systems.
1774623,Leonard D. Shapiro,http://web.cecs.pdx.edu/~len/,3122734,conf/sigmod/SellisS85,SIGMOD Conference,,1985,Optimization of Extended Database Query Languages.
1777924,Leonidas Fegaras,http://lambda.uta.edu/,3119094,conf/sigmod/BoseF04,SIGMOD Conference,,2004,Data Stream Management for Historical XML Data.
1777924,Leonidas Fegaras,http://lambda.uta.edu/,3120053,conf/sigmod/Fegaras98,SIGMOD Conference,,1998,Query Unnesting in Object-Oriented Databases.
1777924,Leonidas Fegaras,http://lambda.uta.edu/,3120054,conf/sigmod/FegarasM95,SIGMOD Conference,,1995,Towards an Effective Calculus for Object Query Languages.
1777924,Leonidas Fegaras,http://lambda.uta.edu/,3120055,conf/sigmod/FegarasSRM00,SIGMOD Conference,,2000,lambda-DB: An ODMG-Based Object-Oriented DBMS.
1797443,Lilyana Mihalkova,http://www.cs.utexas.edu/~lilyanam/,3120257,conf/sigmod/GetoorM11,SIGMOD Conference,,2011,Learning statistical models from relational data.
1797777,Limin Jia 0001,https://www.andrew.cmu.edu/user/liminjia/,3119446,conf/sigmod/ChenLLAJLZ17,SIGMOD Conference,,2017,Distributed Provenance Compression.
1798467,Lin Ma 0006,https://www.cs.cmu.edu/~malin199/,3118322,conf/sigmod/0006ZJWBLMP21,SIGMOD Conference,,2021,MB2: Decomposed Behavior Modeling for Self-Driving Database Management Systems.
1798467,Lin Ma 0006,https://www.cs.cmu.edu/~malin199/,3119194,conf/sigmod/ButrovichL0RZ0P22,SIGMOD Conference,,2022,Tastes Great! Less Filling! High Performance and Accurate Training Data Collection for Self-Driving Database Management Systems.
1798467,Lin Ma 0006,https://www.cs.cmu.edu/~malin199/,3121649,conf/sigmod/MaAHMPG18,SIGMOD Conference,,2018,Query-based Workload Forecasting for Self-Driving Database Management Systems.
1798467,Lin Ma 0006,https://www.cs.cmu.edu/~malin199/,3121650,conf/sigmod/MaDDS20,SIGMOD Conference,,2020,Active Learning for ML Enhanced Database Systems.
1798467,Lin Ma 0006,https://www.cs.cmu.edu/~malin199/,3122780,conf/sigmod/ShaoCCMYX14,SIGMOD Conference,,2014,Parallel subgraph listing in a large-scale graph.
1798467,Lin Ma 0006,https://www.cs.cmu.edu/~malin199/,3123775,conf/sigmod/ZhangAPKMS16,SIGMOD Conference,,2016,Reducing the Storage Overhead of Main-Memory OLTP Databases with Hybrid Indexes.
1798531,Lin Qiao,http://www.cs.ucsb.edu/~lqiao/,3122388,conf/sigmod/QiaoSDQSGCSZABBGGIJLPRSSSSTTWZ13,SIGMOD Conference,,2013,On brewing fresh espresso: LinkedIn's distributed data serving platform.
1798531,Lin Qiao,http://www.cs.ucsb.edu/~lqiao/,3122389,conf/sigmod/QiaoSFPCBK07,SIGMOD Conference,,2007,A framework for enforcing application policies in database systems.
1798531,Lin Qiao,http://www.cs.ucsb.edu/~lqiao/,3122446,conf/sigmod/RamanQHNCYL07,SIGMOD Conference,,2007,"Lazy, adaptive rid-list intersection, and its application to index anding."
1809690,Lipyeow Lim,http://www2.hawaii.edu/~lipyeow/,3121454,conf/sigmod/LiWLWC07,SIGMOD Conference,,2007,Supporting ranking and clustering as generalized order-by and group-by.
1809690,Lipyeow Lim,http://www2.hawaii.edu/~lipyeow/,3121917,conf/sigmod/MoroLC07,SIGMOD Conference,,2007,Schema advisor for hybrid relational-XML DBMS.
1809690,Lipyeow Lim,http://www2.hawaii.edu/~lipyeow/,3123674,conf/sigmod/YangWLW10,SIGMOD Conference,,2010,Optimizing content freshness of relations extracted from the web using keyword search.
1826978,Lory D. Molesky,http://www-ccs.cs.umass.edu/lory/,3121897,conf/sigmod/MoleskyR95,SIGMOD Conference,,1995,Recovery Protocols for Shared Memory Database Systems.
1832441,Lubomir Bic,http://www.ics.uci.edu/~bic/,3125221,conf/sigsmall/BicH81,SIGSMALL/SIGMOD Symposium,,1981,An Architecture for a Relational Dataflow Database.
1836103,Luca de Alfaro,https://www.soe.ucsc.edu/people/luca,3122242,conf/sigmod/PastorAB21,SIGMOD Conference,,2021,Looking for Trouble: Analyzing Classifier Behavior via Pattern Divergence.
1883348,M. V. Ramakrishna,http://www.csse.monash.edu.au/~rama/,3121312,conf/sigmod/LarsonR85,SIGMOD Conference,,1985,External Perfect Hashing.
1883348,M. V. Ramakrishna,http://www.csse.monash.edu.au/~rama/,3122437,conf/sigmod/Ramakrishna88,SIGMOD Conference,,1988,"Hashing in Practive, Analysis of Hashing and Universal Hashing."
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3119315,conf/sigmod/ChanCY20,SIGMOD Conference,,2020,QUAD: Quadratic-Bound-based Kernel Density Visualization.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3121403,conf/sigmod/LiCYM17,SIGMOD Conference,,2017,FEXIPRO: Fast and Exact Inner Product Retrieval in Recommender Systems.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3121548,conf/sigmod/LiuTZDZSYZMZYWJ22,SIGMOD Conference,,2022,GHive: A Demonstration of GPU-Accelerated Query Processing in Apache Hive.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3123084,conf/sigmod/TangHYDZ17,SIGMOD Conference,,2017,Extracting Top-K Insights from Multi-dimensional Data.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3123088,conf/sigmod/TangMY17,SIGMOD Conference,,2017,Determining the Impact Regions of Competing Options in Preference Space.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3123112,conf/sigmod/TaoYPMH05,SIGMOD Conference,,2005,RPJ: Producing Fast Join Results on Streams through Rate-based Optimization.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3123166,conf/sigmod/ThomsenYJ12,SIGMOD Conference,,2012,Effective caching of shortest paths for location-based services.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3123244,conf/sigmod/UYMM08,SIGMOD Conference,,2008,Capacity constrained assignment in spatial databases.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3123700,conf/sigmod/YiuM04,SIGMOD Conference,,2004,Clustering Objects on a Spatial Network.
1909657,Man Lung Yiu,https://www4.comp.polyu.edu.hk/~csmlyiu/,3123769,conf/sigmod/Zhang0YYL22,SIGMOD Conference,,2022,T-LevelIndex: Towards Efficient Query Processing in Continuous Preference Space.
1920975,Manuel Rodrguez-Martnez,https://www.uprm.edu/cse/dt_team/dr-manuel-rodriguez-martinez/,3122538,conf/sigmod/Rodriguez-Martinez00,SIGMOD Conference,,2000,MOCHA: A Database Middleware System Featuring Automatic Deployment of Application-Specific Functionality.
1920975,Manuel Rodrguez-Martnez,https://www.uprm.edu/cse/dt_team/dr-manuel-rodriguez-martinez/,3122539,conf/sigmod/RodriguezR00,SIGMOD Conference,,2000,MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources.
1946918,Marek Rusinkiewicz,http://www2.cs.uh.edu/~marek/,3119049,conf/sigmod/BohrerBBCFHKKMNRRSUUW97,SIGMOD Conference,,1997,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper).
1946918,Marek Rusinkiewicz,http://www2.cs.uh.edu/~marek/,3119050,conf/sigmod/BohrerBBCFHKKMNRRSUUW97a,SIGMOD Conference,,1997,The InfoSleuth Project.
1946918,Marek Rusinkiewicz,http://www2.cs.uh.edu/~marek/,3120898,conf/sigmod/JinRNS93,SIGMOD Conference,,1993,Concurrency Control and Recovery of Multidatabase Work Flows in Telecommunication Applications.
1946918,Marek Rusinkiewicz,http://www2.cs.uh.edu/~marek/,3122602,conf/sigmod/Rusinkiewicz88,SIGMOD Conference,,1988,Panel on Multi-Database Systems.
1947910,Margaret H. Eich,https://s2.smu.edu/~mhd/,3120388,conf/sigmod/GruenwaldE91,SIGMOD Conference,,1991,MMDB Reload Algorithms.
1962954,Marie Jacob,http://www.cis.upenn.edu/~majacob/,3118953,conf/sigmod/BernsteinJPRT13,SIGMOD Conference,,2013,Incremental mapping compilation in an object-to-relational mapping system.
1962954,Marie Jacob,http://www.cis.upenn.edu/~majacob/,3120815,conf/sigmod/JacobI11,SIGMOD Conference,,2011,Sharing work in keyword search over databases.
1962954,Marie Jacob,http://www.cis.upenn.edu/~majacob/,3121539,conf/sigmod/LiuMBJILG09,SIGMOD Conference,,2009,SmartCIS: integrating digital and physical environments.
1969037,Mario Alberto Lpez,http://portfolio.du.edu/mlopez,3122636,conf/sigmod/SaltenisJLL00,SIGMOD Conference,,2000,Indexing the Positions of Continuously Moving Objects.
1987806,Markus Schneider 0001,http://www.cise.ufl.edu/~mschneid/,3120110,conf/sigmod/ForlizziGNS00,SIGMOD Conference,,2000,A Data Model and Data Structures for Moving Objects Databases.
1996330,Martin Hardwick,http://www.rpi.edu/academics/faculty/directory/hardwick_m.html,3120543,conf/sigmod/Hardwick87,SIGMOD Conference,,1987,Why Rose is Fast: Five Optimizations in the Design of an Experimental Database System for CAD/CAM Applications.
2004836,Marvin H. Solomon,http://www.cs.wisc.edu/~solomon/,3119252,conf/sigmod/CareyDFHMNSSTTWZ94,SIGMOD Conference,,1994,Shoring Up Persistent Applications.
2004836,Marvin H. Solomon,http://www.cs.wisc.edu/~solomon/,3121764,conf/sigmod/McAuliffeCS96,SIGMOD Conference,,1996,Towards Effective and Efficient Free Space Management.
2035350,Matthew O. Ward,http://web.cs.wpi.edu/~matt/,3121953,conf/sigmod/MukherjiLBWRWR13,SIGMOD Conference,,2013,PARAS: interactive parameter space exploration for association rule mining.
2035350,Matthew O. Ward,http://web.cs.wpi.edu/~matt/,3122598,conf/sigmod/RundensteinerWXCWYH07,SIGMOD Conference,,2007,XmdvtoolQ: : quality-aware interactive data exploration.
2035350,Matthew O. Ward,http://web.cs.wpi.edu/~matt/,3122599,conf/sigmod/RundensteinerWYD02,SIGMOD Conference,,2002,XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets.
2035350,Matthew O. Ward,http://web.cs.wpi.edu/~matt/,3123654,conf/sigmod/YangGXRW10,SIGMOD Conference,,2010,Interactive visual exploration of neighbor-based patterns in data streams.
2063217,Mehdi T. Harandi,http://www.cs.uiuc.edu/directory/directory.php?name=harandi,3120539,conf/sigmod/HarandiSC86,SIGMOD Conference,,1986,Rule Base Management Using Meta Knowledge.
2076786,Mengxia Zhu,http://www.cs.siu.edu/~mengxia/,3123717,conf/sigmod/YuHLCZ13,SIGMOD Conference,,2013,CS2: a new database synopsis for query estimation.
2105395,Michaela Gtz,http://www.cs.cornell.edu/~goetz/,3118710,conf/sigmod/ArasuGK10,SIGMOD Conference,,2010,On active learning of record matching packages.
